GP,Date,Venue,Opponent,GF,GA,Result,OT Result,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO
28,2023-12-16,Home,Pittsburgh Penguins,7,0,W,,35,15,2,7,0,40,56,41.7,33,40,45.2,20,22,47.6,41.4,120.8
29,2023-12-19,Home,New York Rangers,2,5,L,,33,4,0,0,0,62,53,53.9,46,37,55.4,21,21,50.0,66.7,95.9
30,2023-12-21,Away,Buffalo Sabres,3,9,L,,27,10,1,4,1,41,52,44.1,25,41,37.9,21,15,58.3,45.5,79.6
31,2023-12-23,Away,Columbus Blue Jackets,4,1,W,,30,12,1,2,1,44,46,48.9,32,30,51.6,24,18,57.1,61.1,103.9
32,2023-12-27,Home,Ottawa Senators,2,4,L,,36,7,0,3,0,70,49,58.8,50,39,56.2,30,24,55.6,70.7,95.1
33,2023-12-29,Away,Columbus Blue Jackets,5,6,L,OT,33,11,2,4,0,57,50,53.3,44,33,57.1,36,27,57.1,46.7,83.7
34,2023-12-30,Home,Carolina Hurricanes,2,3,L,,27,10,0,3,0,46,42,52.3,32,32,50.0,31,17,64.6,57.1,103.0
35,2024-01-02,Away,Los Angeles Kings,3,0,W,,29,11,0,4,0,42,64,39.6,29,39,42.6,24,25,49.0,53.2,112.5
36,2024-01-03,Away,Anaheim Ducks,2,1,W,OT,57,24,1,5,0,72,34,67.9,53,24,68.8,31,18,63.3,57.2,102.4
37,2024-01-06,Away,San Jose Sharks,4,1,W,,32,0,1,2,0,72,50,59.0,51,39,56.7,27,24,52.9,61.1,105.7
38,2024-01-09,Home,San Jose Sharks,7,1,W,,46,2,3,3,0,79,34,69.9,57,27,67.9,35,21,62.5,55.0,110.0
39,2024-01-11,Away,New York Islanders,3,4,L,OT,35,6,0,1,0,62,51,54.9,41,34,54.7,23,21,52.3,64.0,99.7
40,2024-01-13,Home,Colorado Avalanche,3,5,L,,29,8,0,1,0,53,59,47.3,38,42,47.5,20,23,46.5,53.8,91.1
41,2024-01-14,Home,Detroit Red Wings,2,4,L,,30,4,0,3,0,56,42,57.1,38,28,57.6,28,17,62.2,67.7,86.1
42,2024-01-16,Away,Edmonton Oilers,2,4,L,,27,2,0,1,0,48,71,40.3,37,50,42.5,23,22,51.1,40.0,95.8
43,2024-01-18,Away,Calgary Flames,4,3,W,,32,8,1,2,0,56,52,51.9,43,41,51.2,28,27,50.9,51.4,102.4
44,2024-01-20,Away,Vancouver Canucks,4,6,L,,46,14,0,5,1,60,40,60.0,46,29,61.3,22,14,61.1,85.7,84.8
45,2024-01-21,Away,Seattle Kraken,3,1,W,,26,11,0,2,0,55,44,55.6,40,27,59.7,32,13,71.1,42.4,107.8
46,2024-01-24,Home,Winnipeg Jets,1,0,W,OT,30,4,0,5,0,37,60,38.1,29,43,40.3,27,13,67.5,31.8,105.3
47,2024-01-27,Away,Winnipeg Jets,4,2,W,,30,14,2,3,0,44,49,47.3,34,40,45.9,20,14,58.8,60.9,98.3
48,2024-02-05,Home,New York Islanders,2,3,L,,36,11,1,2,0,70,57,55.1,49,41,54.4,19,23,45.2,51.4,90.1
49,2024-02-07,Home,Dallas Stars,5,4,W,,31,8,3,3,0,45,66,40.5,34,44,43.6,25,30,45.5,42.4,96.3
50,2024-02-10,Away,Ottawa Senators,3,5,L,,35,19,0,0,0,68,56,54.8,51,42,54.8,20,22,47.6,56.0,89.3
51,2024-02-13,Home,St. Louis Blues,4,1,W,,32,4,0,2,0,55,38,59.1,43,24,64.2,24,17,58.5,56.0,108.2
52,2024-02-15,Home,Philadelphia Flyers,4,3,W,OT,28,15,1,3,0,49,45,52.1,34,32,51.5,25,22,53.2,61.3,109.6
53,2024-02-17,Home,Anaheim Ducks,9,2,W,,32,15,4,5,0,44,40,52.4,33,29,53.2,19,14,57.6,55.9,117.2
54,2024-02-19,Away,St. Louis Blues,4,2,W,,29,4,1,2,1,41,54,43.2,33,28,54.1,26,26,50.0,29.4,101.7
55,2024-02-21,Away,Arizona Coyotes,6,3,W,,36,10,2,5,0,45,51,46.9,34,35,49.3,24,21,53.3,51.1,104.9
56,2024-02-22,Away,Vegas Golden Knights,7,3,W,,42,2,0,2,0,74,56,56.9,53,35,60.2,20,25,44.4,69.0,104.7
57,2024-02-24,Away,Colorado Avalanche,4,3,W,,30,2,2,2,0,45,66,40.5,32,43,42.7,22,21,51.2,46.7,99.4
58,2024-02-27,Home,Vegas Golden Knights,2,6,L,,30,8,0,1,0,65,48,57.5,41,36,53.2,24,21,53.3,60.6,83.7
59,2024-02-29,Home,Arizona Coyotes,4,2,W,,26,5,0,1,0,55,68,44.7,38,45,45.8,25,26,49.0,51.5,113.3
60,2024-03-02,Home,New York Rangers,4,3,W,SO,34,11,0,3,0,62,55,53.0,51,45,53.1,37,28,56.9,49.8,98.4
61,2024-03-04,Home,Boston Bruins,1,4,L,,33,4,0,4,0,45,32,58.4,35,22,61.4,20,16,55.6,77.8,86.7
62,2024-03-06,Home,Buffalo Sabres,2,1,W,OT,27,4,0,1,0,43,49,46.7,35,33,51.5,26,20,56.5,62.6,102.7
63,2024-03-07,Away,Boston Bruins,1,4,L,,29,26,1,4,0,50,37,57.5,35,30,53.8,31,10,75.6,50.0,88.2
64,2024-03-09,Away,Montreal Canadiens,3,2,W,,27,10,0,2,0,48,45,51.6,33,34,49.3,22,23,48.9,46.8,107.5
65,2024-03-14,Away,Philadelphia Flyers,6,2,W,,27,16,0,4,0,46,44,51.1,33,37,47.1,34,24,58.6,33.0,127.3
66,2024-03-16,Home,Carolina Hurricanes,4,5,L,SO,40,10,0,4,0,43,60,41.7,35,49,41.7,27,18,60.0,43.9,109.1
67,2024-03-19,Away,Philadelphia Flyers,3,4,L,,30,9,1,3,0,77,41,65.3,40,34,54.1,30,17,63.8,65.6,91.3
68,2024-03-20,Away,Washington Capitals,7,3,W,,29,2,1,5,0,47,54,46.5,36,35,50.7,24,23,51.1,46.7,113.5
69,2024-03-23,Home,Edmonton Oilers,6,3,W,,29,17,1,3,0,38,65,36.9,31,43,41.9,18,24,42.9,44.8,117.5
70,2024-03-24,Away,Carolina Hurricanes,1,2,L,,33,6,0,4,0,52,58,47.3,41,44,48.2,18,26,40.9,38.7,100.8
71,2024-03-26,Home,New Jersey Devils,3,6,L,,45,4,0,2,0,65,38,63.1,54,31,63.5,18,20,47.4,42.9,81.2
72,2024-03-28,Home,Washington Capitals,5,1,W,,48,4,0,1,0,67,48,58.3,53,31,63.1,32,17,65.3,51.5,107.4
73,2024-03-30,Away,Buffalo Sabres,3,0,W,,22,62,0,4,0,32,44,42.1,24,33,42.1,19,11,63.3,38.1,116.7
74,2024-04-01,Home,Florida Panthers,6,4,W,,23,8,0,3,0,35,51,40.7,30,40,42.9,23,24,48.9,34.6,113.3
75,2024-04-03,Home,Tampa Bay Lightning,1,4,L,,29,13,1,4,0,53,38,58.2,37,28,56.9,25,22,53.2,71.8,80.0
76,2024-04-06,Away,Montreal Canadiens,4,2,W,,30,9,0,1,0,55,63,46.6,40,42,48.8,27,28,49.1,38.0,110.6
77,2024-04-08,Home,Pittsburgh Penguins,3,2,W,OT,23,10,1,2,0,51,54,48.6,33,43,43.4,22,24,47.8,48.1,101.3
78,2024-04-09,Away,New Jersey Devils,5,2,W,,39,4,0,3,0,63,32,66.3,42,24,63.6,17,23,42.5,40.0,108.5
79,2024-04-11,Home,New Jersey Devils,5,6,L,,32,23,0,3,0,63,39,61.8,44,24,64.7,27,19,58.7,70.4,97.9
80,2024-04-13,Home,Detroit Red Wings,4,5,L,OT,36,6,2,4,0,51,36,58.6,33,30,52.4,21,30,41.2,68.6,98.5
81,2024-04-16,Away,Florida Panthers,2,5,L,,26,16,1,5,0,44,36,55.0,32,28,53.3,20,27,42.6,46.2,83.7
82,2024-04-17,Away,Tampa Bay Lightning,4,6,L,,38,10,0,3,0,54,48,52.9,40,37,51.9,19,17,52.8,80.0,95.3
1,2023-10-10,Home,Nashville Predators,5,3,W,,34,8,2,5,0,45,47,48.9,36,33,52.2,25,19,56.8,55.2,103.8
2,2023-10-14,Away,Detroit Red Wings,4,6,L,,25,4,1,2,0,61,60,50.4,38,50,43.2,23,22,51.1,46.4,98.0
3,2023-10-15,Away,Ottawa Senators,2,5,L,,24,8,0,2,0,44,53,45.4,29,39,42.6,33,21,61.1,38.5,94.8
4,2023-10-17,Away,Buffalo Sabres,2,3,L,OT,25,11,0,4,0,47,48,49.5,36,39,48.0,22,22,50.0,61.6,98.0
5,2023-10-19,Home,Vancouver Canucks,4,3,W,,36,7,2,3,0,41,55,42.7,29,32,47.5,24,29,45.3,43.6,96.9
6,2023-10-21,Home,Toronto Maple Leafs,3,4,L,OT,31,4,2,4,0,53,72,42.4,37,59,38.5,32,22,59.3,26.0,95.2
7,2023-10-24,Home,Carolina Hurricanes,3,0,W,,23,17,1,4,0,32,51,38.6,25,36,41.0,16,21,43.2,42.3,111.8
8,2023-10-26,Home,San Jose Sharks,6,0,W,,31,6,1,4,0,62,34,64.6,43,26,62.3,14,26,35.0,70.0,118.5
9,2023-10-30,Home,Seattle Kraken,3,4,L,OT,37,6,1,2,0,61,67,47.7,43,55,43.9,24,18,57.1,62.5,101.4
10,2023-11-02,Away,Columbus Blue Jackets,2,4,L,,29,10,0,3,0,54,49,52.4,31,34,47.7,26,24,52.0,47.4,90.5
11,2023-11-04,Away,Ottawa Senators,6,4,W,,38,13,1,3,0,59,40,59.6,43,31,58.1,32,21,60.4,57.1,99.6
12,2023-11-06,Away,Toronto Maple Leafs,5,6,L,OT,31,6,2,3,0,44,47,48.4,30,38,44.1,29,23,55.8,41.6,91.3
13,2023-11-07,Away,Montreal Canadiens,5,3,W,,32,21,2,5,0,39,40,49.4,29,29,50.0,19,19,50.0,63.7,102.5
14,2023-11-09,Home,Chicago Blackhawks,3,5,L,,33,22,1,4,0,51,29,63.8,35,25,58.3,33,19,63.5,55.9,90.0
15,2023-11-11,Home,Carolina Hurricanes,0,4,L,,22,11,0,3,0,41,50,45.1,26,40,39.4,26,22,54.2,64.5,89.3
16,2023-11-14,Away,St. Louis Blues,0,5,L,,30,0,0,2,0,68,47,59.1,41,35,53.9,22,26,45.8,42.9,82.8
17,2023-11-16,Away,Chicago Blackhawks,4,2,W,,32,11,1,3,0,59,29,67.0,46,16,74.2,22,29,43.1,53.1,98.2
18,2023-11-18,Home,Edmonton Oilers,6,4,W,,24,17,2,4,0,40,59,40.4,28,46,37.8,29,20,59.2,29.8,115.2
19,2023-11-20,Home,Boston Bruins,5,4,W,OT,47,6,1,6,0,61,42,59.2,43,32,57.3,26,20,56.5,70.2,94.4
20,2023-11-22,Home,Winnipeg Jets,2,3,L,OT,33,4,1,1,0,69,45,60.5,46,36,56.1,20,18,52.6,62.9,96.2
21,2023-11-24,Away,Carolina Hurricanes,8,2,W,,14,34,4,5,0,25,51,32.9,18,34,34.6,15,24,38.5,23.8,134.4
22,2023-11-27,Away,Colorado Avalanche,1,4,L,,39,40,0,3,0,56,40,58.3,39,31,55.7,23,24,48.9,73.3,88.2
23,2023-11-28,Away,Arizona Coyotes,1,3,L,,31,9,0,2,0,67,40,62.6,43,31,58.1,19,17,52.8,57.1,90.2
24,2023-11-30,Home,Pittsburgh Penguins,2,4,L,,41,2,1,2,0,74,57,56.5,57,40,58.8,16,25,39.0,60.7,87.8
25,2023-12-02,Away,Dallas Stars,1,8,L,,33,4,1,6,0,42,43,49.4,35,37,48.6,25,21,54.3,62.1,77.8
26,2023-12-04,Home,Dallas Stars,4,0,W,,23,4,0,2,0,46,61,43.0,33,38,46.5,20,28,41.7,54.6,117.4
27,2023-12-06,Home,Pittsburgh Penguins,3,1,W,,27,8,2,4,0,36,53,40.4,30,31,49.2,16,23,41.0,52.2,100.2
28,2023-12-07,Away,Nashville Predators,1,5,L,,33,23,0,4,0,48,50,49.0,35,36,49.3,22,19,53.7,51.9,92.2
29,2023-12-09,Away,Seattle Kraken,4,3,W,OT,30,12,0,2,0,39,49,44.3,29,35,45.3,23,18,56.1,45.5,111.6
30,2023-12-12,Away,Vancouver Canucks,1,4,L,,29,4,0,3,0,52,40,56.5,35,30,53.8,22,20,52.4,57.7,87.9
31,2023-12-14,Away,Edmonton Oilers,7,4,W,,24,8,1,2,0,42,66,38.9,24,50,32.4,25,26,49.0,26.5,128.9
32,2023-12-16,Away,Calgary Flames,2,4,L,,33,9,1,1,0,61,54,53.0,43,35,55.1,34,18,65.4,61.4,87.1
33,2023-12-19,Home,St. Louis Blues,6,1,W,,33,23,1,3,0,47,47,50.0,30,33,47.6,19,11,63.3,31.3,119.2
34,2023-12-21,Home,Vegas Golden Knights,5,4,W,,36,18,2,4,0,60,50,54.5,38,37,50.7,21,24,46.7,44.8,100.0
35,2023-12-23,Away,Washington Capitals,2,1,W,SO,20,2,0,2,0,53,59,47.3,36,39,48.0,26,14,65.0,40.2,103.5
36,2023-12-27,Home,Florida Panthers,2,3,L,,29,12,0,3,0,45,48,48.4,35,34,50.7,19,22,46.3,48.1,100.9
37,2023-12-30,Home,New York Rangers,1,5,L,,35,8,1,3,0,68,37,64.8,46,30,60.5,26,24,52.0,47.2,80.0
38,2023-12-31,Home,Montreal Canadiens,4,3,W,,20,19,0,3,0,48,59,44.9,30,43,41.1,16,30,34.8,43.1,109.3
39,2024-01-02,Away,Winnipeg Jets,2,4,L,,34,6,2,3,0,59,45,56.7,42,34,55.3,20,16,55.6,52.2,82.6
40,2024-01-04,Away,Minnesota Wild,4,1,W,,30,7,1,3,0,46,41,52.9,38,28,57.6,18,25,41.9,45.2,106.8
41,2024-01-06,Away,Boston Bruins,3,7,L,,26,8,0,4,0,43,27,61.4,32,19,62.7,17,19,47.2,58.0,84.9
42,2024-01-09,Home,Los Angeles Kings,3,2,W,OT,29,4,0,2,0,64,40,61.5,40,30,57.1,20,19,51.3,60.9,101.5
43,2024-01-11,Home,New Jersey Devils,4,3,W,OT,20,6,0,3,1,32,55,36.8,21,40,34.4,19,18,51.4,54.5,114.3
44,2024-01-13,Home,Anaheim Ducks,5,1,W,,41,20,3,3,0,61,36,62.9,48,25,65.8,21,21,50.0,66.7,105.7
45,2024-01-18,Home,Minnesota Wild,7,3,W,,38,8,3,3,0,54,56,49.1,41,40,50.6,29,13,69.0,43.5,104.5
46,2024-01-20,Away,Buffalo Sabres,3,1,W,,16,4,0,3,1,36,51,41.4,25,38,39.7,24,18,57.1,24.7,112.5
47,2024-01-21,Away,Detroit Red Wings,1,2,L,,28,4,0,3,0,39,43,47.6,30,30,50.0,29,21,58.0,58.8,97.9
48,2024-01-23,Away,Philadelphia Flyers,6,3,W,,21,6,2,3,0,47,61,43.5,26,47,35.6,19,26,42.2,20.0,115.1
49,2024-01-25,Home,Arizona Coyotes,6,3,W,,37,12,1,3,0,47,38,55.3,33,25,56.9,19,17,52.8,35.0,104.2
50,2024-01-27,Home,New Jersey Devils,6,3,W,,42,2,0,3,0,64,41,61.0,51,33,60.7,24,24,50.0,62.5,101.9
51,2024-02-07,Away,New York Rangers,1,3,L,,18,4,0,1,0,55,42,56.7,33,35,48.5,17,14,54.8,65.2,92.2
52,2024-02-08,Away,New York Islanders,2,6,L,,20,8,1,2,0,45,30,60.0,26,21,55.3,21,14,60.0,42.9,74.4
53,2024-02-10,Away,Columbus Blue Jackets,4,2,W,,37,15,2,3,0,55,56,49.5,41,42,49.4,26,18,59.1,69.0,103.0
54,2024-02-13,Away,Boston Bruins,3,2,W,SO,25,12,1,3,0,39,59,39.8,29,44,39.7,21,21,50.0,37.7,99.4
55,2024-02-15,Home,Colorado Avalanche,6,3,W,,39,6,0,2,0,58,46,55.8,41,34,54.7,34,26,56.7,62.5,112.2
56,2024-02-17,Home,Florida Panthers,2,9,L,,30,90,1,4,0,56,39,58.9,40,29,58.0,18,23,43.9,57.1,79.5
57,2024-02-19,Home,Ottawa Senators,2,4,L,,25,9,0,0,0,70,59,54.3,41,38,51.9,33,31,51.6,43.1,92.6
58,2024-02-22,Home,Washington Capitals,3,5,L,,32,8,0,3,0,49,38,56.3,38,28,57.6,19,23,45.2,75.0,85.7
59,2024-02-24,Away,New York Islanders,4,2,W,,21,10,1,3,0,51,41,55.4,32,32,50.0,22,20,52.4,48.0,113.6
60,2024-02-25,Away,New Jersey Devils,4,1,W,,27,8,0,3,0,46,49,48.4,38,28,57.6,20,23,46.5,45.1,116.7
61,2024-02-27,Away,Philadelphia Flyers,2,6,L,,22,6,0,2,0,53,48,52.5,29,38,43.3,32,27,54.2,54.5,91.1
62,2024-02-29,Home,Buffalo Sabres,2,3,L,OT,23,6,1,3,0,41,42,49.4,32,24,57.1,21,16,56.8,39.1,98.7
63,2024-03-02,Home,Montreal Canadiens,4,3,W,SO,29,9,0,2,1,52,52,50.0,39,37,51.3,26,23,53.1,60.9,97.6
64,2024-03-07,Home,Calgary Flames,3,6,L,,22,10,0,3,0,48,34,58.5,28,28,50.0,31,14,68.9,53.6,88.1
65,2024-03-09,Home,Philadelphia Flyers,7,0,W,,26,21,3,4,0,40,49,44.9,25,33,43.1,17,27,38.6,37.0,128.6
66,2024-03-14,Home,New York Rangers,6,3,W,,28,6,1,2,0,53,48,52.5,32,37,46.4,27,23,54.0,53.9,107.7
67,2024-03-16,Away,Florida Panthers,5,3,W,,16,28,1,7,0,26,49,34.7,21,36,36.8,25,24,51.0,14.5,127.2
68,2024-03-19,Away,Vegas Golden Knights,5,3,W,,21,6,1,4,1,32,50,39.0,21,36,36.8,15,17,46.9,26.3,104.6
69,2024-03-21,Away,San Jose Sharks,4,1,W,,21,8,1,3,0,35,43,44.9,26,27,49.1,21,19,52.5,36.6,112.6
70,2024-03-23,Away,Los Angeles Kings,3,4,L,OT,24,6,2,3,0,55,39,58.5,36,22,62.1,20,21,48.8,65.5,80.6
71,2024-03-24,Away,Anaheim Ducks,3,2,W,OT,27,8,0,3,0,51,43,54.3,37,30,55.2,26,20,56.5,54.1,103.2
72,2024-03-27,Home,Boston Bruins,3,1,W,,31,9,0,1,0,55,34,61.8,39,23,62.9,25,20,55.6,51.9,104.7
73,2024-03-30,Home,New York Islanders,4,1,W,,40,4,1,1,0,70,61,53.4,50,44,53.2,35,26,57.4,54.2,104.8
74,2024-04-01,Home,Detroit Red Wings,2,4,L,,36,6,1,3,1,57,45,55.9,38,32,54.3,26,25,51.0,55.6,81.8
75,2024-04-03,Away,Toronto Maple Leafs,4,1,W,,25,15,0,3,0,40,52,43.5,28,37,43.1,22,25,46.8,28.2,120.0
76,2024-04-04,Away,Montreal Canadiens,7,4,W,,35,14,2,5,0,43,51,45.7,31,33,48.4,26,21,55.3,46.4,103.3
77,2024-04-06,Away,Pittsburgh Penguins,4,5,L,,34,4,2,4,0,52,60,46.4,32,41,43.8,20,26,43.5,44.4,89.5
78,2024-04-09,Home,Columbus Blue Jackets,5,2,W,,33,4,1,2,0,51,56,47.7,37,42,46.8,31,24,56.4,51.4,110.3
79,2024-04-11,Home,Ottawa Senators,2,3,L,SO,26,20,0,5,0,36,51,41.4,24,32,42.9,28,16,63.6,36.3,98.8
80,2024-04-13,Away,Washington Capitals,2,4,L,,34,11,0,1,0,54,43,55.7,40,30,57.1,23,25,47.9,64.5,94.3
81,2024-04-15,Home,Buffalo Sabres,2,4,L,,33,4,0,2,0,54,49,52.4,44,38,53.7,28,23,54.9,66.7,96.0
82,2024-04-17,Home,Toronto Maple Leafs,6,4,W,,32,8,1,4,0,49,53,48.0,37,40,48.1,17,19,47.2,20.0,104.7
1,2023-10-12,Away,New Jersey Devils,3,4,L,,35,12,2,4,0,44,53,45.4,35,44,44.3,25,19,56.8,50.6,90.2
2,2023-10-14,Home,Tampa Bay Lightning,6,4,W,,42,6,0,1,0,60,59,50.4,50,38,56.8,22,23,48.9,53.6,102.0
3,2023-10-16,Away,Columbus Blue Jackets,4,0,W,,28,13,2,5,0,34,31,52.3,27,22,55.1,29,10,74.4,40.0,110.0
4,2023-10-18,Home,Pittsburgh Penguins,6,3,W,,29,13,2,3,0,41,58,41.4,33,39,45.8,24,26,48.0,39.7,105.9
5,2023-10-21,Away,Ottawa Senators,5,2,W,,23,23,3,5,0,34,49,41.0,24,39,38.1,14,24,36.8,29.3,109.3
6,2023-10-22,Home,Calgary Flames,6,2,W,,30,4,0,5,0,34,47,42.0,25,38,39.7,23,20,53.5,40.7,120.9
7,2023-10-24,Home,Seattle Kraken,4,5,L,OT,27,12,3,6,0,43,70,38.1,31,52,37.3,24,18,57.1,43.6,95.9
8,2023-10-26,Home,Winnipeg Jets,1,4,L,,36,6,0,2,0,58,43,57.4,41,32,56.2,22,23,48.9,51.6,86.2
9,2023-10-28,Away,Boston Bruins,1,4,L,,24,10,0,4,0,53,40,57.0,31,31,50.0,19,17,52.8,63.6,89.5
10,2023-10-30,Away,New York Islanders,4,3,W,OT,36,4,0,2,0,66,62,51.6,47,51,48.0,28,28,50.0,40.9,109.5
11,2023-11-02,Home,Florida Panthers,0,2,L,,22,10,0,5,0,34,42,44.7,26,30,46.4,16,27,37.2,38.4,88.9
12,2023-11-04,Home,Boston Bruins,5,4,W,,40,20,2,8,0,61,42,59.2,42,31,57.5,24,22,52.2,52.9,98.1
13,2023-11-07,Away,New York Rangers,3,5,L,,28,6,0,6,0,37,52,41.6,30,44,40.5,13,22,37.1,50.0,103.5
14,2023-11-09,Home,Montreal Canadiens,2,3,L,OT,29,22,0,4,0,47,44,51.6,33,33,50.0,22,23,48.9,39.9,106.2
15,2023-11-11,Home,Columbus Blue Jackets,5,4,W,,28,6,0,3,0,44,51,46.3,32,32,50.0,27,16,62.8,36.4,97.8
16,2023-11-16,Away,Ottawa Senators,4,5,L,OT,41,12,0,3,0,63,40,61.2,50,34,59.5,30,20,60.0,58.1,97.3
17,2023-11-17,Home,Toronto Maple Leafs,2,3,L,,29,10,0,4,0,42,48,46.7,28,31,47.5,24,26,48.0,42.3,100.0
18,2023-11-22,Home,New Jersey Devils,4,0,W,,28,4,1,4,0,36,45,44.4,29,30,49.2,17,20,45.9,38.5,114.3
19,2023-11-24,Away,Boston Bruins,5,2,W,,28,6,2,6,0,39,44,47.0,30,31,49.2,23,26,46.9,50.0,109.4
20,2023-11-26,Home,Minnesota Wild,4,1,W,,23,14,2,5,0,31,45,40.8,17,37,31.5,20,23,46.5,58.7,115.4
21,2023-11-29,Away,New York Rangers,2,3,L,,27,8,1,5,0,41,65,38.7,27,45,37.5,11,24,31.4,32.1,95.9
22,2023-11-30,Home,Chicago Blackhawks,5,1,W,,29,18,2,4,1,39,54,41.9,32,41,43.8,21,15,58.3,46.2,108.7
23,2023-12-02,Away,Montreal Canadiens,5,4,W,OT,33,10,1,4,1,46,57,44.7,34,37,47.9,17,28,37.8,56.4,103.2
24,2023-12-05,Away,Buffalo Sabres,5,3,W,,27,10,1,4,1,30,46,39.5,22,32,40.7,26,21,55.3,41.6,113.6
25,2023-12-07,Home,San Jose Sharks,5,6,L,OT,31,6,0,2,0,58,50,53.7,47,36,56.6,33,19,63.5,58.9,102.4
26,2023-12-09,Home,Ottawa Senators,1,5,L,,31,28,1,5,0,39,55,41.5,27,39,40.9,21,32,39.6,42.1,88.5
27,2023-12-11,Away,Dallas Stars,3,6,L,,30,10,1,4,0,37,61,37.8,28,41,40.6,21,27,43.8,35.0,94.4
28,2023-12-12,Away,St. Louis Blues,6,4,W,,32,6,1,5,1,30,50,37.5,23,37,38.3,27,22,55.1,41.2,111.1
29,2023-12-14,Home,Carolina Hurricanes,1,2,L,,26,8,0,3,0,40,63,38.8,27,48,36.0,12,32,27.3,41.6,99.0
30,2023-12-16,Away,Philadelphia Flyers,0,1,L,,32,6,0,3,0,56,44,56.0,36,36,50.0,22,22,50.0,45.2,96.6
31,2023-12-18,Home,Anaheim Ducks,3,4,L,,32,10,2,7,0,50,40,55.6,34,32,51.5,26,18,59.1,59.5,84.3
32,2023-12-20,Away,Winnipeg Jets,2,5,L,,28,0,0,2,0,58,66,46.8,39,55,41.5,24,34,41.4,44.2,95.5
33,2023-12-22,Home,Philadelphia Flyers,7,6,W,SO,37,15,1,3,0,56,62,47.5,40,53,43.0,31,30,50.8,41.6,100.9
34,2023-12-23,Away,New Jersey Devils,2,3,L,,24,10,0,3,0,36,45,44.4,27,36,42.9,19,19,50.0,42.0,96.4
35,2023-12-27,Away,Minnesota Wild,3,6,L,,28,4,1,2,0,52,44,54.2,37,38,49.3,24,21,53.3,40.7,86.1
36,2023-12-29,Home,Nashville Predators,5,4,W,OT,23,11,0,2,1,50,68,42.4,36,52,40.9,27,25,51.9,29.1,116.2
37,2023-12-31,Home,Boston Bruins,3,5,L,,30,8,1,6,0,47,39,54.7,29,26,52.7,26,10,72.2,43.8,85.5
38,2024-01-02,Away,San Jose Sharks,5,3,W,,31,6,2,4,0,47,56,45.6,33,31,51.6,26,24,52.0,60.6,99.5
39,2024-01-04,Away,Los Angeles Kings,4,3,W,SO,27,4,0,2,0,47,71,39.8,38,50,43.2,22,28,44.0,25.8,106.8
40,2024-01-07,Away,Anaheim Ducks,3,2,W,,28,8,1,5,0,32,41,43.8,22,30,42.3,16,18,47.1,33.3,103.8
41,2024-01-11,Home,Edmonton Oilers,2,3,L,OT,18,6,0,3,0,48,70,40.7,27,53,33.8,20,26,43.5,41.8,104.3
42,2024-01-13,Home,Los Angeles Kings,5,3,W,,30,6,1,3,0,43,58,42.6,31,42,42.5,34,17,66.7,30.0,117.4
43,2024-01-14,Away,Toronto Maple Leafs,4,2,W,,24,6,0,2,0,42,55,43.3,28,38,42.4,17,28,37.8,32.3,113.9
44,2024-01-17,Away,Florida Panthers,3,2,W,OT,29,10,1,3,0,41,65,38.7,31,43,41.9,21,27,43.8,46.4,104.7
45,2024-01-19,Away,Carolina Hurricanes,2,4,L,,12,2,1,1,0,30,60,33.3,21,43,32.8,26,33,44.1,33.3,98.7
46,2024-01-21,Home,Tampa Bay Lightning,2,1,W,,35,6,0,2,0,44,38,53.7,30,30,50.0,21,29,42.0,41.2,102.1
47,2024-01-23,Home,Dallas Stars,4,5,L,,34,4,3,4,0,62,58,51.7,36,42,46.2,20,29,40.8,50.0,92.2
48,2024-01-25,Home,Philadelphia Flyers,3,0,W,,17,17,0,4,1,30,54,35.7,17,35,32.7,27,16,62.8,21.4,118.2
49,2024-01-27,Home,Vegas Golden Knights,5,2,W,,29,4,1,2,0,44,42,51.2,34,33,50.7,20,23,46.5,40.0,108.6
50,2024-01-31,Home,Ottawa Senators,2,3,L,OT,25,6,0,1,0,56,54,50.9,41,41,50.0,24,22,52.2,53.3,93.3
51,2024-02-10,Home,Vancouver Canucks,4,3,W,OT,28,19,1,4,0,37,42,46.8,25,25,50.0,17,22,43.6,62.5,96.6
52,2024-02-13,Away,Edmonton Oilers,4,8,L,,38,0,2,3,0,57,58,49.6,44,45,49.4,20,37,35.1,41.2,84.4
53,2024-02-15,Away,Vancouver Canucks,1,4,L,,28,6,0,5,0,43,43,50.0,35,30,53.8,19,25,43.2,59.3,84.3
54,2024-02-17,Away,Calgary Flames,5,0,W,,21,16,2,5,0,44,65,40.4,24,43,35.8,37,22,62.7,37.7,117.6
55,2024-02-19,Away,Seattle Kraken,4,3,W,OT,32,4,0,1,0,59,64,48.0,43,49,46.7,29,21,58.0,43.8,108.1
56,2024-02-22,Home,Colorado Avalanche,2,1,W,OT,30,6,1,4,0,45,58,43.7,36,43,45.6,19,21,47.5,58.5,100.5
57,2024-02-24,Home,St. Louis Blues,6,1,W,,34,4,1,3,0,55,33,62.5,44,29,60.3,24,20,54.5,57.1,111.4
58,2024-02-25,Away,Chicago Blackhawks,3,2,W,OT,31,2,0,0,0,67,57,54.0,43,45,48.9,31,24,56.4,51.3,106.7
